headroomRate
0.65016
0.03096
-0.31424
-0.21208
-0.1548
0.0
0.10836
-0.01548
0.57276
-0.5418
0.04404
0.09528
-0.00464
0.23684
-0.2678
0.00464
0.24304
-0.10372
-0.27864
0.37152
-0.4644
0.0
0.0
0.47988
0.3096
-0.32508
-0.4644
0.09288
0.6192
-0.5418
1.2384
-0.75852
-0.65016
0.0
